Ticket Id;Tipo Nota;Persona;Fecha Comentario;Type;Status;Severity
61185;Update;almula;2016-01-04 14:53:46;Claim;Closed;Minor
61185;Update;gmonells;2016-01-11 11:19:25;Claim;Closed;Minor
61187;DSMC-Analysis_Diagnosis;tsantos;2016-01-03 18:36:27;Claim;Closed;Minor
61187;DSMC-Analysis_Diagnosis;tsantos;2016-01-03 18:39:19;Claim;Closed;Minor
61187;DSMC-Analysis_Diagnosis;tsantos;2016-01-03 18:43:49;Claim;Closed;Minor
61187;DSMC-Analysis_Diagnosis;tsantos;2016-01-03 18:47:15;Claim;Closed;Minor
61217;DSMC-Analysis_Diagnosis;jjsa;2016-01-04 09:42:46;Claim;Closed;Minor
61217;DSMC-Analysis_Diagnosis;jjsa;2016-01-04 09:44:20;Claim;Closed;Minor
61217;DSMC-Analysis_Diagnosis;jjsa;2016-01-04 09:45:29;Claim;Closed;Minor
61217;DSMC-Analysis_Diagnosis;jjsa;2016-01-04 09:45:55;Claim;Closed;Minor
61247;DSMC-Analysis_Diagnosis;cgarciac;2016-01-04 14:46:52;Claim;Closed;Slight
61247;DSMC-Analysis_Diagnosis;ialonso;2016-01-07 15:03:25;Claim;Closed;Slight
61247;DSMC-Solved;ialonso;2016-01-08 10:08:10;Claim;Closed;Slight
61248;DSMC-Analysis_Diagnosis;afernandezf;2016-01-04 14:43:43;Claim;Closed;Minor
61248;DSMC-Analysis_Diagnosis;afernandezf;2016-01-04 14:46:25;Claim;Closed;Minor
61248;DSMC-Analysis_Diagnosis;afernandezf;2016-01-04 14:47:35;Claim;Closed;Minor
61248;DSMC-Analysis_Diagnosis;afernandezf;2016-01-04 14:51:38;Claim;Closed;Minor
61248;DSMC-Analysis_Diagnosis;afernandezf;2016-01-04 14:52:02;Claim;Closed;Minor
61248;Update;llopez;2016-01-04 15:23:44;Claim;Closed;Minor
61300;M2M;jose.perez;2016-01-07 08:28:15;Query;Closed;Minor
61364;DSMC-Analysis_Diagnosis;mpacheco;2016-01-05 22:48:22;Claim;Closed;Minor
61364;DSMC-Analysis_Diagnosis;mpacheco;2016-01-05 22:49:04;Claim;Closed;Minor
61367;DSMC-Analysis_Diagnosis;dbermejo;2016-01-05 23:14:45;Claim;Closed;Minor
61367;DSMC-Analysis_Diagnosis;dbermejo;2016-01-05 23:16:06;Claim;Closed;Minor
61372;DSMC-Analysis_Diagnosis;dbermejo;2016-01-05 23:31:59;Claim;Closed;Minor
61372;DSMC-Analysis_Diagnosis;dbermejo;2016-01-05 23:34:30;Claim;Closed;Minor
61372;DSMC-Analysis_Diagnosis;dbermejo;2016-01-05 23:45:23;Claim;Closed;Minor
61372;DSMC-Solved;ialonso;2016-01-07 16:40:53;Claim;Closed;Minor
61386;DSMC-Analysis_Diagnosis;mgarcia;2016-01-06 07:57:23;Claim;Closed;Minor
61386;DSMC-Analysis_Diagnosis;mgarcia;2016-01-06 08:02:26;Claim;Closed;Minor
61386;DSMC-Analysis_Diagnosis;mgarcia;2016-01-06 08:02:42;Claim;Closed;Minor
61386;delegation;almula;2016-01-07 11:29:20;Claim;Closed;Minor
61386;Update;almula;2016-01-15 08:01:23;Claim;Closed;Minor
61386;M2M;jose.perez;2016-01-15 09:57:39;Claim;Closed;Minor
61392;DSMC-Analysis_Diagnosis;jjsa;2016-01-06 11:50:25;Claim;Closed;Minor
61392;DSMC-Analysis_Diagnosis;jjsa;2016-01-06 11:53:10;Claim;Closed;Minor
61392;DSMC-Analysis_Diagnosis;jjsa;2016-01-06 11:57:27;Claim;Closed;Minor
61403;DSMC-Analysis_Diagnosis;mgarcia;2016-01-06 12:28:51;Claim;Closed;Minor
61403;DSMC-Analysis_Diagnosis;mgarcia;2016-01-06 12:29:49;Claim;Closed;Minor
61403;DSMC-Analysis_Diagnosis;mgarcia;2016-01-06 12:35:41;Claim;Closed;Minor
61403;DSMC-Analysis_Diagnosis;mgarcia;2016-01-06 12:38:06;Claim;Closed;Minor
61403;DSMC-Analysis_Diagnosis;mgarcia;2016-01-06 12:38:24;Claim;Closed;Minor
61403;finalization_note;gmonells;2016-01-07 10:37:38;Claim;Closed;Minor
61409;DSMC-Analysis_Diagnosis;afernandezf;2016-01-06 14:21:13;Claim;Closed;Slight
61409;DSMC-Solved;ialonso;2016-01-11 16:18:49;Claim;Closed;Slight
61420;DSMC-Analysis_Diagnosis;afernandezf;2016-01-06 18:06:52;Claim;Closed;Minor
61420;DSMC-Analysis_Diagnosis;afernandezf;2016-01-06 18:09:38;Claim;Closed;Minor
61420;DSMC-Analysis_Diagnosis;afernandezf;2016-01-06 18:11:25;Claim;Closed;Minor
61420;DSMC-Analysis_Diagnosis;afernandezf;2016-01-06 18:13:21;Claim;Closed;Minor
61420;Update;llopez;2016-01-07 10:13:05;Claim;Closed;Minor
61420;Update;gmonells;2016-01-07 10:19:06;Claim;Closed;Minor
61420;finalization_note;gmonells;2016-01-07 10:20:20;Claim;Closed;Minor
61431;DSMC-Analysis_Diagnosis;afernandezf;2016-01-06 20:05:31;Claim;Closed;Minor
61431;Update;llopez;2016-01-11 14:56:40;Claim;Closed;Minor
61431;Update;llopez;2016-02-01 16:04:16;Claim;Closed;Minor
61441;DSMC-Analysis_Diagnosis;cgarciac;2016-01-06 20:46:40;Claim;Closed;Minor
61441;destination_igri_group;cgarciac;2016-01-06 20:47:10;Claim;Closed;Minor
61441;finalization_note;usr_ifsi;2016-01-07 06:21:19;Claim;Closed;Minor
61441;DSMC-Analysis_Diagnosis;jjsa;2016-01-07 06:29:20;Claim;Closed;Minor
61473;DSMC-Analysis_Diagnosis;jjsa;2016-01-07 09:22:41;Claim;Closed;Minor
61473;DSMC-Analysis_Diagnosis;jjsa;2016-01-07 09:23:37;Claim;Closed;Minor
61473;DSMC-Analysis_Diagnosis;jjsa;2016-01-07 09:26:15;Claim;Closed;Minor
61473;DSMC-Analysis_Diagnosis;jjsa;2016-01-07 09:42:01;Claim;Closed;Minor
61473;DSMC-Analysis_Diagnosis;afernandezf;2016-01-08 16:37:47;Claim;Closed;Minor
61473;DSMC-Analysis_Diagnosis;afernandezf;2016-01-08 17:16:45;Claim;Closed;Minor
61473;DSMC-Analysis_Diagnosis;afernandezf;2016-01-08 19:58:16;Claim;Closed;Minor
61473;DSMC-Analysis_Diagnosis;afernandezf;2016-01-08 21:25:43;Claim;Closed;Minor
61473;DSMC-Analysis_Diagnosis;afernandezf;2016-01-09 21:40:33;Claim;Closed;Minor
61474;DSMC-Analysis_Diagnosis;mgarcia;2016-01-07 09:32:25;Claim;Closed;Minor
61476;delegation;ialonso;2016-01-07 10:14:30;Claim;Closed;Minor
61476;destination_igri_group;ialonso;2016-01-07 10:16:03;Claim;Closed;Minor
61476;update_ext_sys;usr_ifsi;2016-01-07 16:19:25;Claim;Closed;Minor
61476;finalization_note;usr_ifsi;2016-01-08 08:06:30;Claim;Closed;Minor
61476;update_ext_sys;usr_ifsi;2016-01-08 08:07:31;Claim;Closed;Minor
61476;DSMC-Solved;ialonso;2016-01-11 09:41:33;Claim;Closed;Minor
61507;DSMC-Analysis_Diagnosis;afernandezf;2016-01-07 14:13:14;Claim;Closed;Minor
61507;DSMC-Analysis_Diagnosis;afernandezf;2016-01-07 14:13:30;Claim;Closed;Minor
61507;DSMC-Analysis_Diagnosis;afernandezf;2016-01-07 14:13:50;Claim;Closed;Minor
61507;DSMC-Analysis_Diagnosis;afernandezf;2016-01-07 14:14:03;Claim;Closed;Minor
61507;finalization_note;usr_ifsi;2016-01-07 15:48:12;Claim;Closed;Minor
61507;M2M;jose.perez;2016-01-07 16:43:09;Claim;Closed;Minor
61532;DSMC-Analysis_Diagnosis;afernandezf;2016-01-07 16:49:26;Claim;Closed;Minor
61532;DSMC-Analysis_Diagnosis;afernandezf;2016-01-07 16:52:05;Claim;Closed;Minor
61532;DSMC-Analysis_Diagnosis;afernandezf;2016-01-07 16:53:58;Claim;Closed;Minor
61532;DSMC-Analysis_Diagnosis;afernandezf;2016-01-07 16:55:00;Claim;Closed;Minor
61532;DSMC-Analysis_Diagnosis;afernandezf;2016-01-07 16:58:07;Claim;Closed;Minor
61553;DSMC-Analysis_Diagnosis;dbermejo;2016-01-07 23:53:15;Claim;Closed;Minor
61553;delegation;ialonso;2016-01-08 11:58:06;Claim;Closed;Minor
61553;M2M;jose.perez;2016-01-08 13:30:35;Claim;Closed;Minor
61570;DSMC-Analysis_Diagnosis;jjsa;2016-01-08 11:19:54;Claim;Closed;Minor
61570;DSMC-Analysis_Diagnosis;jjsa;2016-01-08 11:26:47;Claim;Closed;Minor
61570;DSMC-Analysis_Diagnosis;jjsa;2016-01-08 13:06:56;Claim;Closed;Minor
61570;DSMC-Analysis_Diagnosis;afernandezf;2016-01-08 14:06:53;Claim;Closed;Minor
61570;DSMC-Analysis_Diagnosis;afernandezf;2016-01-08 17:38:28;Claim;Closed;Minor
61571;DSMC-Analysis_Diagnosis;jjsa;2016-01-08 10:47:51;Claim;Closed;Minor
61571;DSMC-Analysis_Diagnosis;jjsa;2016-01-08 11:09:31;Claim;Closed;Minor
61571;DSMC-Analysis_Diagnosis;jjsa;2016-01-08 11:10:21;Claim;Closed;Minor
61571;DSMC-Analysis_Diagnosis;jjsa;2016-01-08 12:26:51;Claim;Closed;Minor
61571;DSMC-Analysis_Diagnosis;afernandezf;2016-01-08 17:39:36;Claim;Closed;Minor
61586;Update;llopez;2016-01-12 15:40:43;Claim;Closed;Slight
61599;Update;llopez;2016-01-11 10:32:07;Claim;Closed;Minor
61603;DSMC-Analysis_Diagnosis;afernandezf;2016-01-08 16:31:12;Claim;Closed;Minor
61603;M2M;jose.perez;2016-01-12 10:43:00;Claim;Closed;Minor
61604;DSMC-Analysis_Diagnosis;ruribes;2016-01-11 15:22:24;Claim;Closed;Slight
61604;ACTUALIZACION;sm2msod;2016-01-11 17:48:34;Claim;Closed;Slight
61604;ACTUALIZACION;sm2msod;2016-01-13 17:21:55;Claim;Closed;Slight
61604;M2M;jose.perez;2016-01-14 17:03:43;Claim;Closed;Slight
61604;Update;sm2msod;2016-01-21 11:11:07;Claim;Closed;Slight
61604;urgent_comment;sm2msod;2016-01-29 12:40:54;Claim;Closed;Slight
61604;DSMC-Restored;ruribes;2016-02-01 13:43:03;Claim;Closed;Slight
61604;update;sm2msod;2016-04-07 08:07:04;Claim;Closed;Slight
61614;DSMC-Analysis_Diagnosis;cgarciac;2016-01-08 19:58:12;Claim;Closed;Minor
61614;DSMC-Analysis_Diagnosis;cgarciac;2016-01-08 20:01:18;Claim;Closed;Minor
61614;DSMC-Analysis_Diagnosis;cgarciac;2016-01-08 20:03:33;Claim;Closed;Minor
61614;Update;llopez;2016-01-11 14:32:03;Claim;Closed;Minor
61615;DSMC-Analysis_Diagnosis;afernandezf;2016-01-08 19:45:12;Claim;Closed;Minor
61615;DSMC-Analysis_Diagnosis;afernandezf;2016-01-08 19:51:08;Claim;Closed;Minor
61615;DSMC-Analysis_Diagnosis;afernandezf;2016-01-08 19:54:55;Claim;Closed;Minor
61615;Update;llopez;2016-01-11 14:20:30;Claim;Closed;Minor
61622;DSMC-Analysis_Diagnosis;cgarciac;2016-01-08 21:53:42;Claim;Closed;Minor
61622;DSMC-Analysis_Diagnosis;cgarciac;2016-01-08 21:54:13;Claim;Closed;Minor
61626;DSMC-Analysis_Diagnosis;dbermejo;2016-01-08 23:19:24;Claim;Closed;Minor
61626;DSMC-Analysis_Diagnosis;dbermejo;2016-01-08 23:19:31;Claim;Closed;Minor
61626;DSMC-Analysis_Diagnosis;dbermejo;2016-01-08 23:20:04;Claim;Closed;Minor
61626;DSMC-Analysis_Diagnosis;dbermejo;2016-01-08 23:21:47;Claim;Closed;Minor
61632;DSMC-Analysis_Diagnosis;dbermejo;2016-01-09 02:43:50;Claim;Closed;Minor
61632;DSMC-Analysis_Diagnosis;dbermejo;2016-01-09 02:45:01;Claim;Closed;Minor
61632;DSMC-Analysis_Diagnosis;dbermejo;2016-01-09 02:45:37;Claim;Closed;Minor
61632;DSMC-Analysis_Diagnosis;dbermejo;2016-01-09 02:47:50;Claim;Closed;Minor
61632;DSMC-Analysis_Diagnosis;dbermejo;2016-01-09 02:55:39;Claim;Closed;Minor
61633;DSMC-Analysis_Diagnosis;mpacheco;2016-01-09 02:46:10;Claim;Closed;Minor
61633;DSMC-Analysis_Diagnosis;mpacheco;2016-01-09 02:46:39;Claim;Closed;Minor
61634;DSMC-Analysis_Diagnosis;dbermejo;2016-01-09 04:24:39;Claim;Closed;Minor
61634;DSMC-Analysis_Diagnosis;dbermejo;2016-01-09 04:25:36;Claim;Closed;Minor
61650;DSMC-Analysis_Diagnosis;afernandezf;2016-01-09 14:35:47;Claim;Closed;Minor
61667;DSMC-Analysis_Diagnosis;jjsa;2016-01-10 08:42:19;Claim;Closed;Minor
61667;DSMC-Analysis_Diagnosis;jjsa;2016-01-10 08:45:58;Claim;Closed;Minor
61667;DSMC-Analysis_Diagnosis;jjsa;2016-01-10 08:56:31;Claim;Closed;Minor
61667;DSMC-Analysis_Diagnosis;jjsa;2016-01-10 08:58:24;Claim;Closed;Minor
61667;DSMC-Analysis_Diagnosis;jjsa;2016-01-10 08:59:35;Claim;Closed;Minor
61667;Update;llopez;2016-01-11 13:55:32;Claim;Closed;Minor
61673;DSMC-Analysis_Diagnosis;mgarcia;2016-01-10 12:45:50;Claim;Closed;Minor
61673;DSMC-Solved;ruribes;2016-01-11 10:16:26;Claim;Closed;Minor
61700;DSMC-Analysis_Diagnosis;tsantos;2016-01-11 04:31:34;Claim;Closed;Minor
61700;DSMC-Analysis_Diagnosis;tsantos;2016-01-11 04:35:15;Claim;Closed;Minor
61700;DSMC-Analysis_Diagnosis;tsantos;2016-01-11 04:41:56;Claim;Closed;Minor
61700;DSMC-Analysis_Diagnosis;ruribes;2016-01-11 10:00:26;Claim;Closed;Minor
61705;24x7_note;djimenez;2016-01-11 07:08:15;Claim;Closed;Minor
61705;24x7_note;djimenez;2016-01-11 07:10:26;Claim;Closed;Minor
61713;24x7_note;djimenez;2016-01-11 09:19:54;Claim;Closed;Minor
61729;DSMC-Analysis_Diagnosis;jmolina;2016-01-11 10:45:36;Claim;Closed;Minor
61729;Update;cmt30;2016-01-12 08:53:54;Claim;Closed;Minor
61729;finalization_note;xescriba;2016-04-27 14:12:55;Claim;Closed;Minor
61733;DSMC-Analysis_Diagnosis;jmolina;2016-01-11 11:24:47;Query;Closed;Slight
61781;DSMC-Analysis_Diagnosis;bnunez;2016-01-11 18:40:47;Claim;Closed;Minor
61781;M2M;jose.perez;2016-01-12 09:10:26;Claim;Closed;Minor
61799;DSMC-Analysis_Diagnosis;adesousa;2016-01-11 23:47:28;Claim;Closed;Minor
61799;DSMC-Analysis_Diagnosis;adesousa;2016-01-12 00:03:22;Claim;Closed;Minor
61799;DSMC-Communication;adesousa;2016-01-12 00:07:17;Claim;Closed;Minor
61799;DSMC-Solved;ruribes;2016-01-12 08:12:05;Claim;Closed;Minor
61805;DSMC-Analysis_Diagnosis;tsantos;2016-01-12 02:52:38;Claim;Closed;Minor
61805;DSMC-Analysis_Diagnosis;tsantos;2016-01-12 03:05:03;Claim;Closed;Minor
61805;DSMC-Analysis_Diagnosis;tsantos;2016-01-12 03:06:47;Claim;Closed;Minor
61805;DSMC-Analysis_Diagnosis;tsantos;2016-01-12 03:08:45;Claim;Closed;Minor
61808;DSMC-Analysis_Diagnosis;tsantos;2016-01-12 05:17:33;Claim;Closed;Minor
61808;DSMC-Analysis_Diagnosis;tsantos;2016-01-12 05:20:43;Claim;Closed;Minor
61808;DSMC-Analysis_Diagnosis;tsantos;2016-01-12 05:24:08;Claim;Closed;Minor
61808;DSMC-Analysis_Diagnosis;tsantos;2016-01-12 05:25:15;Claim;Closed;Minor
61821;24x7_note;djimenez;2016-01-12 09:25:36;Order;Closed;Slight
61821;DSMC-Analysis_Diagnosis;ialonso;2016-01-12 14:44:24;Order;Closed;Slight
61821;update;ialonso;2016-01-12 14:57:46;Order;Closed;Slight
61821;update;ialonso;2016-02-16 11:56:31;Order;Closed;Slight
61821;DSMC-Solved;ialonso;2016-02-16 12:00:20;Order;Closed;Slight
61845;24x7_note;djimenez;2016-01-12 12:20:22;Claim;Closed;Minor
61908;DSMC-Analysis_Diagnosis;tsantos;2016-01-13 03:55:54;Claim;Closed;Minor
61908;DSMC-Analysis_Diagnosis;tsantos;2016-01-13 03:57:04;Claim;Closed;Minor
61908;DSMC-Analysis_Diagnosis;tsantos;2016-01-13 03:57:36;Claim;Closed;Minor
61908;Update;lsanchez;2016-01-13 04:29:23;Claim;Closed;Minor
61908;Update;lsanchez;2016-01-13 04:43:30;Claim;Closed;Minor
61908;Update;lsanchez;2016-01-13 05:40:38;Claim;Closed;Minor
61908;SERVICEMANAGER_NOTE;m2m_service_managers;2016-01-25 15:19:15;Claim;Closed;Minor
61912;24x7_note;djimenez;2016-01-13 07:29:46;Claim;Closed;Minor
61914;DSMC-Analysis_Diagnosis;jmolina;2016-01-13 07:00:11;Claim;Closed;Minor
61914;DSMC-Analysis_Diagnosis;jmolina;2016-01-13 07:01:59;Claim;Closed;Minor
61914;DSMC-Analysis_Diagnosis;jmolina;2016-01-13 07:03:08;Claim;Closed;Minor
61914;DSMC-Analysis_Diagnosis;jmolina;2016-01-13 07:03:38;Claim;Closed;Minor
61914;update;almula;2016-01-13 12:15:06;Claim;Closed;Minor
61931;DSMC-Analysis_Diagnosis;jmolina;2016-01-13 08:28:51;Claim;Closed;Minor
61931;DSMC-Analysis_Diagnosis;jmolina;2016-01-13 09:46:37;Claim;Closed;Minor
61931;Update;cmt30;2016-01-13 11:13:24;Claim;Closed;Minor
61931;DSMC-Analysis_Diagnosis;bnunez;2016-01-13 14:19:10;Claim;Closed;Minor
61931;DSMC-Analysis_Diagnosis;bnunez;2016-01-13 14:36:24;Claim;Closed;Minor
61931;update;ahn392;2016-01-18 06:31:11;Claim;Closed;Minor
61942;24x7_note;djimenez;2016-01-13 10:40:03;Claim;Closed;Minor
61942;Aviso;sm2msod;2016-01-13 16:00:20;Claim;Closed;Minor
61942;DSMC-Communication;bnunez;2016-01-13 16:28:31;Claim;Closed;Minor
61942;Aviso;sm2msod;2016-01-13 17:21:02;Claim;Closed;Minor
61942;DSMC-Analysis_Diagnosis;bnunez;2016-01-13 17:59:00;Claim;Closed;Minor
61942;DSMC-Communication;bnunez;2016-01-14 18:00:30;Claim;Closed;Minor
61942;Update;almula;2016-02-23 14:11:04;Claim;Closed;Minor
61949;24x7_note;djimenez;2016-01-13 11:45:17;Claim;Closed;Minor
61962;24x7_note;djimenez;2016-01-13 13:30:09;Claim;Closed;Minor
61962;24x7_note;djimenez;2016-01-13 13:37:02;Claim;Closed;Minor
61962;Update;lsanchez;2016-01-14 15:25:47;Claim;Closed;Minor
61970;DSMC-Analysis_Diagnosis;bnunez;2016-01-13 14:31:24;Claim;Closed;Minor
61970;Update;cmt30;2016-02-12 07:02:12;Claim;Closed;Minor
61970;Update;cmt30;2016-03-08 11:45:14;Claim;Closed;Minor
61986;DSMC-Analysis_Diagnosis;jcarrillo;2016-01-13 15:55:03;Claim;Closed;Minor
61991;destination_igri_group;bnunez;2016-01-13 16:24:42;Claim;Closed;Minor
61991;DSMC-Notification;bnunez;2016-01-13 19:39:06;Claim;Closed;Minor
61991;finalization_note;usr_ifsi;2016-01-14 07:38:33;Claim;Closed;Minor
61991;update_ext_sys;usr_ifsi;2016-01-14 07:39:34;Claim;Closed;Minor
61991;24x7_note;djimenez;2016-01-14 07:58:58;Claim;Closed;Minor
62001;DSMC-Analysis_Diagnosis;tsantos;2016-01-13 22:59:56;Query;Closed;Minor
62001;DSMC-Analysis_Diagnosis;tsantos;2016-01-13 23:01:56;Query;Closed;Minor
62001;Update;llopez;2016-01-18 10:38:36;Query;Closed;Minor
62017;DSMC-Analysis_Diagnosis;jcarrillo;2016-01-13 20:35:23;Claim;Closed;Minor
62017;DSMC-Analysis_Diagnosis;jcarrillo;2016-01-13 20:41:50;Claim;Closed;Minor
62017;DSMC-Analysis_Diagnosis;jcarrillo;2016-01-13 21:49:14;Claim;Closed;Minor
62017;DSMC-Analysis_Diagnosis;tsantos;2016-01-13 22:46:49;Claim;Closed;Minor
62019;DSMC-Communication;bnunez;2016-01-13 20:51:13;Claim;Closed;Minor
62019;DSMC-Communication;bnunez;2016-01-13 21:07:27;Claim;Closed;Minor
62019;DSMC-Solved;ruribes;2016-01-14 07:32:33;Claim;Closed;Minor
62036;DSMC-Analysis_Diagnosis;tsantos;2016-01-14 01:32:22;Claim;Closed;Minor
62036;DSMC-Solved;ruribes;2016-01-14 07:27:52;Claim;Closed;Minor
62065;DSMC-Analysis_Diagnosis;jmolina;2016-01-14 12:09:19;Order;Closed;Slight
62065;DSMC-Analysis_Diagnosis;jmolina;2016-01-14 12:16:57;Order;Closed;Slight
62075;24x7_note;djimenez;2016-01-14 11:26:13;Claim;Closed;Minor
62075;DSMC-Analysis_Diagnosis;ruribes;2016-01-14 11:41:21;Claim;Closed;Minor
62075;update;ahn392;2016-02-23 09:16:23;Claim;Closed;Minor
62076;DSMC-Analysis_Diagnosis;jmolina;2016-01-14 11:30:57;Claim;Closed;Minor
62076;DSMC-Analysis_Diagnosis;jmolina;2016-01-14 11:34:48;Claim;Closed;Minor
62076;DSMC-Analysis_Diagnosis;jmolina;2016-01-14 11:37:19;Claim;Closed;Minor
62076;DSMC-Analysis_Diagnosis;jmolina;2016-01-14 11:38:06;Claim;Closed;Minor
62076;DSMC-Solved;ruribes;2016-01-14 15:00:27;Claim;Closed;Minor
62083;24x7_note;djimenez;2016-01-14 13:02:42;Claim;Closed;Minor
62083;M2M;jose.perez;2016-01-15 10:39:59;Claim;Closed;Minor
62092;DSMC-Analysis_Diagnosis;jmolina;2016-01-14 13:11:30;Claim;Closed;Minor
62092;DSMC-Analysis_Diagnosis;jmolina;2016-01-14 13:11:51;Claim;Closed;Minor
62092;DSMC-Analysis_Diagnosis;jmolina;2016-01-14 13:15:36;Claim;Closed;Minor
62092;DSMC-Analysis_Diagnosis;jmolina;2016-01-14 13:16:44;Claim;Closed;Minor
62092;DSMC-Analysis_Diagnosis;jmolina;2016-01-14 13:17:45;Claim;Closed;Minor
62092;DSMC-Analysis_Diagnosis;jmolina;2016-01-14 13:18:20;Claim;Closed;Minor
62105;DSMC-Analysis_Diagnosis;bnunez;2016-01-14 15:00:40;Claim;Closed;Minor
62105;DSMC-Analysis_Diagnosis;bnunez;2016-01-14 15:10:38;Claim;Closed;Minor
62105;DSMC-Communication;bnunez;2016-01-14 15:37:30;Claim;Closed;Minor
62110;DSMC-Communication;bnunez;2016-01-14 15:18:42;Claim;Closed;Slight
62110;update;ahn392;2016-01-19 10:17:05;Claim;Closed;Slight
62125;Update;lsanchez;2016-01-20 11:26:04;Claim;Closed;Slight
62157;DSMC-Analysis_Diagnosis;jcarrillo;2016-01-14 21:14:04;Claim;Closed;Minor
62157;DSMC-Analysis_Diagnosis;jcarrillo;2016-01-14 21:15:49;Claim;Closed;Minor
62157;DSMC-Analysis_Diagnosis;jcarrillo;2016-01-14 21:24:04;Claim;Closed;Minor
62157;DSMC-Solved;ruribes;2016-01-15 09:30:22;Claim;Closed;Minor
62160;DSMC-Communication;bnunez;2016-01-14 21:33:18;Claim;Closed;Minor
62160;ACTUALIZACION;sm2msod;2016-01-15 15:55:10;Claim;Closed;Minor
62160;DSMC-Analysis_Diagnosis;ruribes;2016-01-18 10:11:05;Claim;Closed;Minor
62160;DSMC-Analysis_Diagnosis;ruribes;2016-01-18 10:29:54;Claim;Closed;Minor
62165;DSMC-Communication;bnunez;2016-01-14 21:43:55;Claim;Closed;Minor
62165;DSMC-Analysis_Diagnosis;bnunez;2016-01-14 21:47:02;Claim;Closed;Minor
62165;DSMC-Analysis_Diagnosis;ruribes;2016-01-15 10:16:01;Claim;Closed;Minor
62165;DSMC-Solved;ruribes;2016-01-15 10:35:44;Claim;Closed;Minor
62170;DSMC-Analysis_Diagnosis;tsantos;2016-01-14 22:26:21;Claim;Closed;Minor
62170;DSMC-Solved;ruribes;2016-01-15 09:53:30;Claim;Closed;Minor
62172;DSMC-Analysis_Diagnosis;adesousa;2016-01-14 23:14:15;Claim;Closed;Minor
62172;DSMC-Analysis_Diagnosis;adesousa;2016-01-14 23:14:49;Claim;Closed;Minor
62172;DSMC-Solved;ruribes;2016-01-15 09:56:48;Claim;Closed;Minor
62192;DSMC-Analysis_Diagnosis;jmolina;2016-01-15 07:02:56;Claim;Closed;Minor
62192;DSMC-Analysis_Diagnosis;jmolina;2016-01-15 07:07:27;Claim;Closed;Minor
62192;24x7_note;djimenez;2016-01-15 07:24:37;Claim;Closed;Minor
62192;Update;almula;2016-01-15 08:02:39;Claim;Closed;Minor
62192;Update;almula;2016-01-15 08:21:23;Claim;Closed;Minor
62192;Update;almula;2016-01-15 09:20:30;Claim;Closed;Minor
62192;delegation;almula;2016-01-15 09:55:47;Claim;Closed;Minor
62192;urgent_comment;mcayetano;2016-02-29 16:58:22;Claim;Closed;Minor
62223;Update;llopez;2016-01-15 11:34:35;Claim;Closed;Critical
62223;Update;llopez;2016-01-15 11:49:46;Claim;Closed;Critical
62223;Update;llopez;2016-01-15 12:21:11;Claim;Closed;Critical
62223;DSMC-Communication;jmolina;2016-01-15 13:40:47;Claim;Closed;Critical
62223;SERVICEMANAGER_NOTE;m2m_service_managers;2016-01-25 14:35:12;Claim;Closed;Critical
62224;24x7_note;djimenez;2016-01-15 11:56:17;Claim;Closed;Minor
62224;DSMC-Solved;ruribes;2016-01-18 07:45:31;Claim;Closed;Minor
62224;DSMC-Solved;ruribes;2016-02-02 07:15:55;Claim;Closed;Minor
